language,sentence_id,sentence,word_id,word,FFDAvg,FFDStd,TRTAvg,TRTStd,NER
en,ZuCo1-27,38,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",in,7.024915357,8.021529647,1.096037197,2.306427954,O
en,ZuCo1-27,39,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",1955,6.006019041,9.34832306,1.742037591,5.052606694,S-DATE
en,ZuCo1-27,40,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",",",6.006019041,9.34832306,1.742037591,5.052606694,O
en,ZuCo1-27,41,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",and,4.703533293,6.635992708,1.48518146,3.35344488,O
en,ZuCo1-27,42,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",Gabriel,6.545707093,11.24229534,2.198554752,5.728010838,B-PER
en,ZuCo1-27,43,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",Ferrer,4.952686865,4.952686865,0.128910864,0.128910864,E-PER
en,ZuCo1-27,44,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",",",4.952686865,4.952686865,0.128910864,0.128910864,O
en,ZuCo1-27,45,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",born,7.170761351,7.170761351,2.70651421,2.70651421,O
en,ZuCo1-27,46,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",1956,5.760916746,6.830454032,1.111760188,2.612579372,S-DATE
en,ZuCo1-27,47,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",",",5.760916746,6.830454032,1.111760188,2.612579372,O
en,ZuCo1-27,48,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",who,6.904896258,7.535376335,2.432705516,2.408965522,O
en,ZuCo1-27,49,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",married,5.165378939,8.785484851,1.550110082,5.557511669,O
en,ZuCo1-27,50,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",Debby,6.623838875,6.623838875,1.704788974,1.704788974,B-PER
en,ZuCo1-27,51,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",Boone,6.130089417,9.009028562,1.621340525,6.863169254,E-PER
en,ZuCo1-27,52,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",",",6.130089417,9.009028562,1.621340525,6.863169254,O
en,ZuCo1-27,53,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",and,4.703533293,6.635992708,1.48518146,3.35344488,O
en,ZuCo1-27,54,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",once,6.945047313,8.29065023,2.267190547,3.357527409,O
en,ZuCo1-27,55,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",to,7.319308196,10.07417696,2.13539226,4.517276712,O
en,ZuCo1-27,56,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",Dante,8.422606129,8.422606129,4.201562595,4.201562595,B-PER
en,ZuCo1-27,57,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",DePaolo,5.735089852,6.3275892,1.706470808,2.206045608,E-PER
en,ZuCo1-27,58,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",(,7.839222155,8.544144457,2.541066789,1.202093325,O
en,ZuCo1-27,59,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",whom,7.839222155,8.544144457,2.541066789,1.202093325,O
en,ZuCo1-27,60,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",she,5.580634893,7.231530515,1.853774943,4.533395926,O
en,ZuCo1-27,61,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",married,5.165378939,8.785484851,1.550110082,5.557511669,O
en,ZuCo1-27,62,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",in,7.024915357,8.021529647,1.096037197,2.306427954,O
en,ZuCo1-27,63,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",1997,6.493619238,8.195155829,2.181612584,4.058881079,S-DATE
en,ZuCo1-27,64,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",),6.493619238,8.195155829,2.181612584,4.058881079,O
en,ZuCo1-27,65,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997). ",.,6.493619238,8.195155829,2.181612584,4.058881079,O
en,ZuCo1-28,1,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",Rosemary,7.146453685,24.8667419,2.514926629,19.60190058,S-PER
en,ZuCo1-28,2,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",",",7.146453685,24.8667419,2.514926629,19.60190058,O
en,ZuCo1-28,3,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",Betty,11.14354545,18.20036461,4.261020755,11.79811951,S-PER
en,ZuCo1-28,4,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",",",11.14354545,18.20036461,4.261020755,11.79811951,O
en,ZuCo1-28,5,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",and,8.576048268,18.25353763,6.990562533,12.46988734,O
en,ZuCo1-28,6,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",brother,5.747026652,20.69624099,2.593416695,18.47388773,O
en,ZuCo1-28,7,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",",",5.747026652,20.69624099,2.593416695,18.47388773,O
en,ZuCo1-28,8,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",Nick,5.005859884,9.540758746,1.530106903,4.781108355,S-PER
en,ZuCo1-28,9,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",",",5.005859884,9.540758746,1.530106903,4.781108355,O
en,ZuCo1-28,10,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",as,6.340249443,8.710246839,1.185128539,5.172285325,O
en,ZuCo1-28,11,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",well,7.001958118,9.878365213,3.024262447,4.7429263,O
en,ZuCo1-28,12,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",as,6.340249443,8.710246839,1.185128539,5.172285325,O
en,ZuCo1-28,13,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",her,8.169111902,11.65899818,2.970001764,4.007760316,O
en,ZuCo1-28,14,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",nephew,7.292299679,15.9336748,2.398821643,17.66930252,O
en,ZuCo1-28,15,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",",",7.292299679,15.9336748,2.398821643,17.66930252,O
en,ZuCo1-28,16,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",George,7.116744316,9.878365213,3.574090276,6.305010239,B-PER
en,ZuCo1-28,17,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",Clooney,6.806146367,6.806146367,3.077404705,3.077404705,E-PER
en,ZuCo1-28,18,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",(,6.387514348,10.67511647,1.303864847,11.20029437,O
en,ZuCo1-28,19,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",Nick,6.387514348,10.67511647,1.303864847,11.20029437,S-PER
en,ZuCo1-28,20,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",'s,6.387514348,10.67511647,1.303864847,11.20029437,O
en,ZuCo1-28,21,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",son,5.56375457,7.407085877,1.740723954,3.01028941,O
en,ZuCo1-28,22,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",),5.56375457,7.407085877,1.740723954,3.01028941,O
en,ZuCo1-28,23,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",",",5.56375457,7.407085877,1.740723954,3.01028941,O
en,ZuCo1-28,24,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",all,9.434412709,15.76959806,8.830211207,12.98115259,O
en,ZuCo1-28,25,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",became,6.094279017,20.07118673,3.375053624,15.86729747,O
en,ZuCo1-28,26,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",entertainers,6.910322077,6.910322077,2.015092493,2.015092493,O
en,ZuCo1-28,27,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",.,6.910322077,6.910322077,2.015092493,2.015092493,O
en,ZuCo1-29,1,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,In,8.652009723,11.15873774,2.578409101,4.491863418,O
en,ZuCo1-29,2,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,1945,7.054747492,17.14242871,2.19904697,9.231852289,S-DATE
en,ZuCo1-29,3,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,the,7.469082701,28.34605277,2.09639604,22.79672169,O
en,ZuCo1-29,4,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,Clooney,5.239652362,17.35972451,1.352635381,16.66504994,S-PER
en,ZuCo1-29,5,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,sisters,7.687299245,10.68777672,2.60670673,7.628090654,O
en,ZuCo1-29,6,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,won,6.392916052,10.45229621,0.944825339,5.574519701,O
en,ZuCo1-29,7,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,a,6.756426142,15.09837502,1.696062508,9.333572422,O
en,ZuCo1-29,8,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,spot,5.671788639,8.446913795,2.157661919,6.278839883,O
en,ZuCo1-29,9,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,on,7.280145846,11.46106433,2.586606706,6.051081855,O
en,ZuCo1-29,10,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,Cincinnati,7.116069103,13.5272159,2.214617106,7.938653933,S-GPE
en,ZuCo1-29,11,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,'s,7.116069103,13.5272159,2.214617106,7.938653933,O
en,ZuCo1-29,12,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,radio,6.611685042,6.611685042,1.297958785,1.297958785,O
en,ZuCo1-29,13,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,station,6.583326099,10.7493899,3.99311675,10.81876502,O
en,ZuCo1-29,14,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,WLW,3.585380675,3.585380675,0.210510559,0.210510559,S-ORG
en,ZuCo1-29,15,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,as,6.368608386,20.75874642,3.326959879,14.61422799,O
en,ZuCo1-29,16,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,singers,5.773070579,17.13690425,0.0,0.0,S-MISC
en,ZuCo1-29,17,In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers. ,.,5.773070579,17.13690425,0.0,0.0,O
en,ZuCo1-30,1,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",She,6.563069711,14.21998437,0.0,0.0,O
en,ZuCo1-30,2,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",was,6.464319819,8.515279104,1.672118512,3.762565162,O
en,ZuCo1-30,3,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",born,9.091066933,13.83106172,1.432658012,11.58107854,O
en,ZuCo1-30,4,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",in,6.982376942,16.29828978,2.727092171,16.86990617,O
en,ZuCo1-30,5,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Maysville,6.587377377,8.021529647,1.956435737,5.781060992,S-GPE
en,ZuCo1-30,6,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",",",6.587377377,8.021529647,1.956435737,5.781060992,O
en,ZuCo1-30,7,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Kentucky,6.623838875,11.56437191,1.540284874,4.916175706,S-GPE
en,ZuCo1-30,8,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",",",6.623838875,11.56437191,1.540284874,4.916175706,O
en,ZuCo1-30,9,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",about,5.803455161,8.386144631,1.418019502,5.070493977,B-MISC
en,ZuCo1-30,10,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",60,5.074225193,5.074225193,1.582217117,1.582217117,I-MISC
en,ZuCo1-30,11,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",miles,6.897300113,6.897300113,2.271878312,2.271878312,E-MISC
en,ZuCo1-30,12,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",up,5.822790804,8.308802058,1.590439011,4.59835015,O
en,ZuCo1-30,13,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",the,4.405764389,4.405764389,0.21485144,0.21485144,B-MISC
en,ZuCo1-30,14,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Ohio,6.997135168,20.07118673,5.101887528,16.26377487,I-MISC
en,ZuCo1-30,15,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",River,6.693289348,10.13976908,2.974882528,3.593684517,E-MISC
en,ZuCo1-30,16,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",from,7.79668374,10.16060422,1.849897374,5.526601978,O
en,ZuCo1-30,17,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Cincinnati,8.768122233,10.00954944,5.523725836,5.229057887,S-GPE
en,ZuCo1-30,18,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",",",8.768122233,10.00954944,5.523725836,5.229057887,O
en,ZuCo1-30,19,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Ohio,6.997135168,20.07118673,5.101887528,16.26377487,S-GPE
en,ZuCo1-30,20,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",to,6.611685042,15.73921347,1.911155588,7.049921484,O
en,ZuCo1-30,21,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Andrew,7.535376335,9.158781144,3.802162338,4.717962064,B-PER
en,ZuCo1-30,22,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Joseph,5.516489664,11.06673998,1.10550525,7.157452169,I-PER
en,ZuCo1-30,23,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Clooney,8.163324363,18.33203114,2.851837581,12.30726859,E-PER
en,ZuCo1-30,24,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",and,7.191017739,12.56908875,3.203559129,7.3179212,O
en,ZuCo1-30,25,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Frances,7.967512612,18.2780141,3.069511236,13.65511571,B-PER
en,ZuCo1-30,26,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Marie,9.885117342,11.74870504,8.213569437,8.927126013,I-PER
en,ZuCo1-30,27,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",Guilfoyle,6.509052676,8.082298811,1.632713879,2.659301943,E-PER
